secteur_activite;horodate;plage_de_puissance_souscrite;region;nb_points_soutirage;date;temperature_2m_mean;relative_humidity_mean;precipitation_sum;total_energie_soutiree_wh
S1: Agriculture;2025-06-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;1746;30/06/2025;29.752083;46.599354;0.0;15727584.0
S1: Agriculture;2024-12-31T23:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;1733;31/12/2024;-1.2791667;91.467995;0.0;4151369.0
S1: Agriculture;2025-09-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;1750;30/09/2025;12.895833;81.12937;0.0;3873704.0
S1: Agriculture;2024-06-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;1739;30/06/2024;19.995832;75.28407;0.70000005;4680196.0
S1: Agriculture;2024-09-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;1738;30/09/2024;16.581251;63.248806;0.3;3803091.0
S1: Agriculture;2023-06-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;1729;30/06/2023;19.806818;67.75477;8.099999;5071366.0
S1: Agriculture;2023-09-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;1730;30/09/2023;17.841667;71.37066;0.0;4006879.0
S1: Agriculture;2024-03-31T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;1722;31/03/2024;11.869565;70.238304;11.3;3009525.0
S1: Agriculture;2025-03-31T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;1732;31/03/2025;10.366667;69.96062;0.0;3268202.0
S1: Agriculture;2023-12-31T23:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;1722;31/12/2023;7.9583335;86.040184;4.5;3404383.0
S2: Industrie;2025-09-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;8403;30/09/2025;12.895833;81.12937;0.0;19916207.0
S2: Industrie;2024-12-31T23:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;8370;31/12/2024;-1.2791667;91.467995;0.0;28488898.0
S2: Industrie;2024-09-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;8369;30/09/2024;16.581251;63.248806;0.3;18832254.0
S2: Industrie;2023-09-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;8285;30/09/2023;17.841667;71.37066;0.0;16997566.0
S2: Industrie;2023-06-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;8282;30/06/2023;19.806818;67.75477;8.099999;18668871.0
S2: Industrie;2024-03-31T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;8358;31/03/2024;11.869565;70.238304;11.3;19718357.0
S2: Industrie;2025-06-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;8443;30/06/2025;29.752083;46.599354;0.0;23028515.0
S2: Industrie;2023-12-31T23:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;8344;31/12/2023;7.9583335;86.040184;4.5;23550117.0
S2: Industrie;2025-03-31T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;8410;31/03/2025;10.366667;69.96062;0.0;23490519.0
S2: Industrie;2024-06-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;8371;30/06/2024;19.995832;75.28407;0.70000005;16355900.0
S3: Tertiaire;2023-06-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;37917;30/06/2023;19.806818;67.75477;8.099999;102226692.0
S3: Tertiaire;2024-09-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;38355;30/09/2024;16.581251;63.248806;0.3;93440879.0
S3: Tertiaire;2024-06-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;38246;30/06/2024;19.995832;75.28407;0.70000005;95041033.0
S3: Tertiaire;2025-09-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;39412;30/09/2025;12.895833;81.12937;0.0;101349021.0
S3: Tertiaire;2025-06-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;39121;30/06/2025;29.752083;46.599354;0.0;123072522.0
S3: Tertiaire;2024-12-31T23:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;38565;31/12/2024;-1.2791667;91.467995;0.0;211357474.0
S3: Tertiaire;2023-12-31T23:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;37939;31/12/2023;7.9583335;86.040184;4.5;175129386.0
S3: Tertiaire;2023-09-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;37916;30/09/2023;17.841667;71.37066;0.0;94377391.0
S3: Tertiaire;2025-03-31T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;38869;31/03/2025;10.366667;69.96062;0.0;132490821.0
S3: Tertiaire;2024-03-31T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;38056;31/03/2024;11.869565;70.238304;11.3;124223716.0
S4: Non Affecté;2023-09-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;205;30/09/2023;17.841667;71.37066;0.0;331289.0
S4: Non Affecté;2024-06-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;187;30/06/2024;19.995832;75.28407;0.70000005;357810.0
S1: Agriculture;2024-09-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;204;30/09/2024;16.581251;63.248806;0.3;1927416.0
S4: Non Affecté;2025-03-31T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;82;31/03/2025;10.366667;69.96062;0.0;237703.0
S4: Non Affecté;2024-03-31T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;244;31/03/2024;11.869565;70.238304;11.3;627194.0
S4: Non Affecté;2025-09-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;82;30/09/2025;12.895833;81.12937;0.0;133281.0
S4: Non Affecté;2023-06-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;209;30/06/2023;19.806818;67.75477;8.099999;336051.0
S4: Non Affecté;2025-06-30T22:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;81;30/06/2025;29.752083;46.599354;0.0;119637.0
S4: Non Affecté;2024-12-31T23:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;99;31/12/2024;-1.2791667;91.467995;0.0;559559.0
S4: Non Affecté;2023-12-31T23:00:00Z;P1: ]36-120] kVA;Auvergne-Rhône-Alpes;199;31/12/2023;7.9583335;86.040184;4.5;843908.0
S1: Agriculture;2025-06-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;206;30/06/2025;29.752083;46.599354;0.0;5236583.0
S1: Agriculture;2024-12-31T23:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;205;31/12/2024;-1.2791667;91.467995;0.0;1517333.0
S1: Agriculture;2023-12-31T23:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;198;31/12/2023;7.9583335;86.040184;4.5;1209583.0
S1: Agriculture;2025-09-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;210;30/09/2025;12.895833;81.12937;0.0;2103666.0
S2: Industrie;2024-09-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2169;30/09/2024;16.581251;63.248806;0.3;16229688.0
S1: Agriculture;2023-09-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;200;30/09/2023;17.841667;71.37066;0.0;2050750.0
S1: Agriculture;2023-06-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;200;30/06/2023;19.806818;67.75477;8.099999;2132500.0
S1: Agriculture;2024-03-31T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;197;31/03/2024;11.869565;70.238304;11.3;1093333.0
S1: Agriculture;2025-03-31T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;204;31/03/2025;10.366667;69.96062;0.0;1244916.0
S1: Agriculture;2024-06-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;197;30/06/2024;19.995832;75.28407;0.70000005;2014750.0
S2: Industrie;2025-03-31T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2236;31/03/2025;10.366667;69.96062;0.0;18974785.0
S2: Industrie;2023-09-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2127;30/09/2023;17.841667;71.37066;0.0;11424650.0
S2: Industrie;2025-06-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2251;30/06/2025;29.752083;46.599354;0.0;18474250.0
S2: Industrie;2023-06-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2116;30/06/2023;19.806818;67.75477;8.099999;13459628.0
S2: Industrie;2024-03-31T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2144;31/03/2024;11.869565;70.238304;11.3;13149250.0
S2: Industrie;2023-12-31T23:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2112;31/12/2023;7.9583335;86.040184;4.5;15024720.0
S2: Industrie;2024-06-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2146;30/06/2024;19.995832;75.28407;0.70000005;12015273.0
S2: Industrie;2025-09-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2235;30/09/2025;12.895833;81.12937;0.0;17025112.0
S2: Industrie;2024-12-31T23:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;2201;31/12/2024;-1.2791667;91.467995;0.0;18375517.0
S3: Tertiaire;2024-09-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7229;30/09/2024;16.581251;63.248806;0.3;49979080.0
S3: Tertiaire;2024-06-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7151;30/06/2024;19.995832;75.28407;0.70000005;52130983.0
S3: Tertiaire;2023-09-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;6972;30/09/2023;17.841667;71.37066;0.0;50002592.0
S3: Tertiaire;2024-03-31T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7082;31/03/2024;11.869565;70.238304;11.3;70054624.0
S3: Tertiaire;2025-06-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7287;30/06/2025;29.752083;46.599354;0.0;64648906.0
S3: Tertiaire;2025-09-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7222;30/09/2025;12.895833;81.12937;0.0;52170127.0
S3: Tertiaire;2024-12-31T23:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7282;31/12/2024;-1.2791667;91.467995;0.0;123945727.0
S3: Tertiaire;2023-06-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;6912;30/06/2023;19.806818;67.75477;8.099999;55892515.0
S1: Agriculture;2024-09-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1942;30/09/2024;16.581251;63.248806;0.3;5730507.0
S3: Tertiaire;2025-03-31T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7263;31/03/2025;10.366667;69.96062;0.0;76205702.0
S3: Tertiaire;2023-12-31T23:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;7059;31/12/2023;7.9583335;86.040184;4.5;103290804.0
S4: Non Affecté;2024-03-31T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;22;31/03/2024;11.869565;70.238304;11.3;145416.0
S4: Non Affecté;2024-12-31T23:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;5;31/12/2024;-1.2791667;91.467995;0.0;87666.0
S4: Non Affecté;2025-03-31T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;5;31/03/2025;10.366667;69.96062;0.0;31333.0
S4: Non Affecté;2025-06-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;5;30/06/2025;29.752083;46.599354;0.0;13083.0
S4: Non Affecté;2023-09-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;12;30/09/2023;17.841667;71.37066;0.0;38947.0
S4: Non Affecté;2023-12-31T23:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;14;31/12/2023;7.9583335;86.040184;4.5;166428.0
S4: Non Affecté;2025-09-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;5;30/09/2025;12.895833;81.12937;0.0;6750.0
S4: Non Affecté;2023-06-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;10;30/06/2023;19.806818;67.75477;8.099999;32738.0
S2: Industrie;2024-09-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10538;30/09/2024;16.581251;63.248806;0.3;35061943.0
S4: Non Affecté;2024-06-30T22:00:00Z;P2: ]120-250] kVA;Auvergne-Rhône-Alpes;21;30/06/2024;19.995832;75.28407;0.70000005;67333.0
S1: Agriculture;2024-03-31T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1919;31/03/2024;11.869565;70.238304;11.3;4102858.0
S1: Agriculture;2025-09-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1960;30/09/2025;12.895833;81.12937;0.0;5977371.0
S1: Agriculture;2023-06-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1929;30/06/2023;19.806818;67.75477;8.099999;7203866.0
S1: Agriculture;2025-03-31T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1936;31/03/2025;10.366667;69.96062;0.0;4513119.0
S1: Agriculture;2023-09-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1930;30/09/2023;17.841667;71.37066;0.0;6057629.0
S3: Tertiaire;2024-09-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;45584;30/09/2024;16.581251;63.248806;0.3;143419960.0
S1: Agriculture;2024-12-31T23:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1938;31/12/2024;-1.2791667;91.467995;0.0;5668703.0
S1: Agriculture;2025-06-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1952;30/06/2025;29.752083;46.599354;0.0;20964167.0
S1: Agriculture;2024-06-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1936;30/06/2024;19.995832;75.28407;0.70000005;6694946.0
S1: Agriculture;2023-12-31T23:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;1920;31/12/2023;7.9583335;86.040184;4.5;4613967.0
S2: Industrie;2023-09-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10412;30/09/2023;17.841667;71.37066;0.0;28422217.0
S2: Industrie;2024-12-31T23:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10571;31/12/2024;-1.2791667;91.467995;0.0;46864415.0
S2: Industrie;2025-06-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10694;30/06/2025;29.752083;46.599354;0.0;41502766.0
S2: Industrie;2025-09-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10638;30/09/2025;12.895833;81.12937;0.0;36941320.0
S2: Industrie;2023-06-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10398;30/06/2023;19.806818;67.75477;8.099999;32128499.0
S2: Industrie;2023-12-31T23:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10456;31/12/2023;7.9583335;86.040184;4.5;38574838.0
S2: Industrie;2024-03-31T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10502;31/03/2024;11.869565;70.238304;11.3;32867607.0
S1: Agriculture;2024-09-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/09/2024;16.581251;63.248806;0.3;0.0
S2: Industrie;2024-06-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10517;30/06/2024;19.995832;75.28407;0.70000005;28371173.0
S2: Industrie;2025-03-31T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;10646;31/03/2025;10.366667;69.96062;0.0;42465305.0
S3: Tertiaire;2025-03-31T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;46132;31/03/2025;10.366667;69.96062;0.0;208696524.0
S3: Tertiaire;2025-09-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;46634;30/09/2025;12.895833;81.12937;0.0;153519149.0
S3: Tertiaire;2024-12-31T23:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;45847;31/12/2024;-1.2791667;91.467995;0.0;335303202.0
S3: Tertiaire;2023-06-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;44829;30/06/2023;19.806818;67.75477;8.099999;158119208.0
S3: Tertiaire;2023-09-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;44888;30/09/2023;17.841667;71.37066;0.0;144379983.0
S2: Industrie;2024-09-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;51;30/09/2024;16.581251;63.248806;0.3;351916.0
S3: Tertiaire;2025-06-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;46408;30/06/2025;29.752083;46.599354;0.0;187721429.0
S3: Tertiaire;2024-03-31T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;45138;31/03/2024;11.869565;70.238304;11.3;194278341.0
S3: Tertiaire;2024-06-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;45397;30/06/2024;19.995832;75.28407;0.70000005;147172016.0
S3: Tertiaire;2023-12-31T23:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;44998;31/12/2023;7.9583335;86.040184;4.5;278420190.0
S4: Non Affecté;2025-03-31T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;87;31/03/2025;10.366667;69.96062;0.0;269036.0
S4: Non Affecté;2023-12-31T23:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;213;31/12/2023;7.9583335;86.040184;4.5;1010337.0
S4: Non Affecté;2024-03-31T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;266;31/03/2024;11.869565;70.238304;11.3;772611.0
S4: Non Affecté;2024-06-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;208;30/06/2024;19.995832;75.28407;0.70000005;425144.0
S4: Non Affecté;2024-12-31T23:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;104;31/12/2024;-1.2791667;91.467995;0.0;647226.0
S4: Non Affecté;2023-09-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;217;30/09/2023;17.841667;71.37066;0.0;370236.0
S4: Non Affecté;2023-06-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;219;30/06/2023;19.806818;67.75477;8.099999;368789.0
S4: Non Affecté;2025-09-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;87;30/09/2025;12.895833;81.12937;0.0;140031.0
S4: Non Affecté;2025-06-30T22:00:00Z;P3: Total ]36-250] kVA;Auvergne-Rhône-Alpes;86;30/06/2025;29.752083;46.599354;0.0;132720.0
S3: Tertiaire;2024-09-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;534;30/09/2024;16.581251;63.248806;0.3;4410160.0
S1: Agriculture;2023-06-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/06/2023;19.806818;67.75477;8.099999;0.0
S1: Agriculture;2024-12-31T23:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;31/12/2024;-1.2791667;91.467995;0.0;0.0
S1: Agriculture;2025-03-31T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;31/03/2025;10.366667;69.96062;0.0;0.0
S1: Agriculture;2023-12-31T23:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;31/12/2023;7.9583335;86.040184;4.5;0.0
S1: Agriculture;2024-09-30T22:00:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/09/2024;16.581251;63.248806;0.3;0.0
S1: Agriculture;2024-03-31T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;31/03/2024;11.869565;70.238304;11.3;0.0
S1: Agriculture;2025-09-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/09/2025;12.895833;81.12937;0.0;0.0
S1: Agriculture;2024-06-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/06/2024;19.995832;75.28407;0.70000005;0.0
S1: Agriculture;2025-06-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/06/2025;29.752083;46.599354;0.0;0.0
S1: Agriculture;2023-09-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/09/2023;17.841667;71.37066;0.0;0.0
S2: Industrie;2024-12-31T23:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;51;31/12/2024;-1.2791667;91.467995;0.0;2799583.0
S2: Industrie;2023-06-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;50;30/06/2023;19.806818;67.75477;8.099999;356911.0
S2: Industrie;2024-03-31T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;44;31/03/2024;11.869565;70.238304;11.3;1230000.0
S2: Industrie;2024-09-30T22:00:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/09/2024;16.581251;63.248806;0.3;0.0
S2: Industrie;2023-12-31T23:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;45;31/12/2023;7.9583335;86.040184;4.5;2047799.0
S2: Industrie;2025-03-31T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;47;31/03/2025;10.366667;69.96062;0.0;954000.0
S2: Industrie;2023-09-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;50;30/09/2023;17.841667;71.37066;0.0;320079.0
S2: Industrie;2024-06-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;43;30/06/2024;19.995832;75.28407;0.70000005;158250.0
S2: Industrie;2025-06-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;47;30/06/2025;29.752083;46.599354;0.0;281333.0
S2: Industrie;2025-09-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;40;30/09/2025;12.895833;81.12937;0.0;372166.0
S3: Tertiaire;2024-12-31T23:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;528;31/12/2024;-1.2791667;91.467995;0.0;55158288.0
S3: Tertiaire;2025-03-31T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;526;31/03/2025;10.366667;69.96062;0.0;20237333.0
S3: Tertiaire;2025-09-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;521;30/09/2025;12.895833;81.12937;0.0;5332416.0
S3: Tertiaire;2023-09-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;543;30/09/2023;17.841667;71.37066;0.0;3571176.0
S3: Tertiaire;2024-09-30T22:00:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/09/2024;16.581251;63.248806;0.3;0.0
S3: Tertiaire;2023-06-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;543;30/06/2023;19.806818;67.75477;8.099999;4191216.0
S3: Tertiaire;2024-06-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;541;30/06/2024;19.995832;75.28407;0.70000005;4145323.0
S3: Tertiaire;2025-06-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;520;30/06/2025;29.752083;46.599354;0.0;3334250.0
S3: Tertiaire;2024-03-31T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;546;31/03/2024;11.869565;70.238304;11.3;18530060.0
S3: Tertiaire;2023-12-31T23:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;542;31/12/2023;7.9583335;86.040184;4.5;40862750.0
S1: Agriculture;2024-09-30T22:00:00Z;P6: > 2000 kVA;Auvergne-Rhône-Alpes;0;30/09/2024;16.581251;63.248806;0.3;0.0
S4: Non Affecté;2023-09-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;1;30/09/2023;17.841667;71.37066;0.0;
S4: Non Affecté;2025-03-31T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;31/03/2025;10.366667;69.96062;0.0;0.0
S4: Non Affecté;2023-12-31T23:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;1;31/12/2023;7.9583335;86.040184;4.5;
S4: Non Affecté;2024-06-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;1;30/06/2024;19.995832;75.28407;0.70000005;
S4: Non Affecté;2025-09-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/09/2025;12.895833;81.12937;0.0;0.0
S4: Non Affecté;2024-12-31T23:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;31/12/2024;-1.2791667;91.467995;0.0;0.0
S4: Non Affecté;2024-03-31T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;1;31/03/2024;11.869565;70.238304;11.3;
S4: Non Affecté;2025-06-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;0;30/06/2025;29.752083;46.599354;0.0;0.0
S4: Non Affecté;2023-06-30T22:00:00Z;P4: ]250-1000] kVA;Auvergne-Rhône-Alpes;1;30/06/2023;19.806818;67.75477;8.099999;
S1: Agriculture;2024-03-31T22:00:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/03/2024;11.869565;70.238304;11.3;0.0
S1: Agriculture;2023-06-30T22:00:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;30/06/2023;19.806818;67.75477;8.099999;0.0
S2: Industrie;2024-09-30T22:00:00Z;P6: > 2000 kVA;Auvergne-Rhône-Alpes;0;30/09/2024;16.581251;63.248806;0.3;0.0
S1: Agriculture;2023-12-31T23:00:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/12/2023;7.9583335;86.040184;4.5;0.0
S1: Agriculture;2025-03-31T22:00:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/03/2025;10.366667;69.96062;0.0;0.0
S1: Agriculture;2024-12-31T23:00:00Z;P5: ]1000-2000] kVA;Auvergne-Rhône-Alpes;0;31/12/2024;-1.2791667;91.467995;0.0;0.0
